Author	n (strains)	publication title	journal	publication URL	strains
Jasmina Vranes et al	57	unknown	unknown	unknown	Croatia/52102_ID1647_19/2020,Croatia/IGA-64-139848-P/2020,Croatia/IGA-68-132251-P/2020,Croatia/IGA-44-86501/2020,Croatia/IGA-32-86937/2020,Croatia/IGA-31-87000/2020,Croatia/IGA-27-87102/2020,Croatia/IGA-46-86466/2020,Croatia/IGA-30-86940/2020,Croatia/IGA-39-86472/2020,Croatia/IGA-50-86551/2020,Croatia/52114_ID1647_31/2020,Croatia/52091_ID1647_8/2020,Croatia/52090_ID1647_7/2020,Croatia/52097_ID1647_14/2020,Croatia/52109_ID1647_26/2020,Croatia/IGA-38-86485/2020,Croatia/IGA-10-12352/2021,Croatia/52103_ID1647_20/2020,Croatia/52084_ID1647_1/2020,Croatia/52085_ID1647_2/2020,Croatia/52093_ID1647_10/2020,Croatia/52094_ID1647_11/2020,Croatia/52092_ID1647_9/2020,Croatia/52123_ID1647_40/2020,Croatia/52104_ID1647_21/2020,Croatia/IGA-23-86470/2020,Croatia/52087_ID1647_4/2020,Croatia/52110_ID1647_27/2020,Croatia/52101_ID1647_18/2020,Croatia/52088_ID1647_5/2020,Croatia/52108_ID1647_25/2020,Croatia/IGA-47-86455/2020,Croatia/IGA-22-87108/2020,Croatia/IGA-28-87103/2020,Croatia/IGA-43-86495/2020,Croatia/52095_ID1647_12/2020,Croatia/52089_ID1647_6/2020,Croatia/IGA-61-3466-P/2021,Croatia/IGA-65-140067-P/2020,Croatia/IGA-56-4157-P/2021,Croatia/IGA-42-86543/2020,Croatia/IGA-48-86487/2020,Croatia/IGA-66-139319-P/2020,Croatia/IGA-53-8417-P/2021,Croatia/IGA-51-8109-P/2021,Croatia/IGA-67-132655-P/2020,Croatia/IGA-63-2860-P/2021,Croatia/IGA-69-130648-P/2020,Croatia/IGA-21-87107/2020,Croatia/IGA-59-4167-P/2021,Croatia/IGA-60-4159-P/2021,Croatia/IGA-36-86949/2020,Croatia/IGA-58-4189-P/2021,Croatia/IGA-35-86993/2020,Croatia/IGA-45-86486/2020,Croatia/IGA-6-11825/2021
Teemu Smura et al B	1	A doubt of multiple introduction of SARS-CoV-2 in Italy: A preliminary overview	unknown	https://dx.doi.org/10.1002/jmv.25773	Finland/FIN-25/2020
Antonio Grimaldi et al	46	unknown	unknown	unknown	Italy/CAM-TIGEM-920/2020,Italy/CAM-TIGEM-1378/2020,Italy/CAM-TIGEM-269/2020,Italy/CAM-TIGEM-1780/2020,Italy/CAM-TIGEM-1877/2020,Italy/CAM-TIGEM-1534/2020,Italy/CAM-TIGEM-892/2020,Italy/CAM-TIGEM-324/2020,Italy/CAM-TIGEM-914/2020,Italy/CAM-TIGEM-955/2020,Italy/CAM-TIGEM-925/2020,Italy/CAM-TIGEM-820/2020,Italy/CAM-TIGEM-872/2020,Italy/CAM-TIGEM-1851/2021,Italy/CAM-TIGEM-1047/2020,Italy/CAM-TIGEM-614/2020,Italy/CAM-TIGEM-305/2020,Italy/CAM-TIGEM-344/2020,Italy/CAM-TIGEM-331/2020,Italy/CAM-TIGEM-311/2020,Italy/CAM-TIGEM-390/2020,Italy/CAM-TIGEM-466/2020,Italy/CAM-TIGEM-462/2020,Italy/CAM-TIGEM-473/2020,Italy/CAM-TIGEM-461/2020,Italy/CAM-TIGEM-471/2020,Italy/CAM-TIGEM-474/2020,Italy/CAM-TIGEM-450/2020,Italy/CAM-TIGEM-467/2020,Italy/CAM-TIGEM-422/2020,Italy/CAM-TIGEM-446/2020,Italy/CAM-TIGEM-532/2020,Italy/CAM-TIGEM-416/2020,Italy/CAM-TIGEM-478/2020,Italy/CAM-TIGEM-490/2020,Italy/CAM-TIGEM-484/2020,Italy/CAM-TIGEM-486/2020,Italy/CAM-TIGEM-488/2020,Italy/CAM-TIGEM-430/2020,Italy/CAM-TIGEM-504/2020,Italy/CAM-TIGEM-487/2020,Italy/CAM-TIGEM-440/2020,Italy/CAM-TIGEM-458/2020,Italy/CAM-TIGEM-903/2020,Italy/CAM-TIGEM-901/2020,Italy/CAM-TIGEM-235/2020
Lukas Endler et al	152	unknown	unknown	unknown	env/Liechtenstein/CeMM3812/2021,Slovakia/CeMM3339/2020,Austria/CeMM3901/2021,Austria/CeMM1826/2020,Austria/CeMM2639/2020,env/Liechtenstein/CeMM3292/2021,Austria/CeMM1340/2020,env/Austria/CeMM3272/2021,Austria/CeMM1228/2020,Austria/CeMM4453/2020,Austria/CeMM1341/2020,Austria/CeMM1327/2020,env/Austria/CeMM3067/2021,Austria/CeMM1350/2020,env/Austria/CeMM3685/2021,Austria/CeMM1580/2020,env/Austria/CeMM4241/2021,env/Liechtenstein/CeMM3811/2021,env/Austria/CeMM1456/2020,env/Austria/CeMM1470/2020,env/Austria/CeMM1461/2020,env/Austria/CeMM1447/2020,env/Austria/CeMM1462/2020,env/Austria/CeMM1463/2020,env/Austria/CeMM1442/2020,env/Austria/CeMM1465/2020,env/Austria/CeMM2018/2020,env/Austria/CeMM1970/2020,env/Austria/CeMM1972/2020,env/Austria/CeMM1957/2020,env/Austria/CeMM1967/2020,env/Austria/CeMM1953/2020,env/Austria/CeMM1973/2020,env/Austria/CeMM1976/2020,env/Austria/CeMM1980/2020,env/Austria/CeMM1965/2020,env/Austria/CeMM1958/2020,env/Austria/CeMM1962/2020,env/Austria/CeMM1968/2020,env/Austria/CeMM1971/2020,env/Austria/CeMM1974/2020,env/Austria/CeMM1955/2020,env/Austria/CeMM1959/2020,env/Austria/CeMM1981/2020,env/Austria/CeMM1956/2020,env/Austria/CeMM1969/2020,env/Austria/CeMM1982/2020,env/Austria/CeMM2234/2021,env/Austria/CeMM1960/2020,env/Austria/CeMM2223/2020,env/Austria/CeMM3055/2020,env/Austria/CeMM3049/2020,env/Austria/CeMM2212/2020,env/Austria/CeMM2214/2020,env/Austria/CeMM2229/2020,env/Austria/CeMM2218/2020,env/Austria/CeMM2225/2020,env/Austria/CeMM2210/2020,env/Liechtenstein/CeMM2215/2020,env/Austria/CeMM2220/2020,env/Liechtenstein/CeMM3293/2021,env/Liechtenstein/CeMM2216/2020,env/Austria/CeMM3062/2020,env/Liechtenstein/CeMM2217/2020,env/Austria/CeMM3289/2021,env/Austria/CeMM2222/2021,env/Austria/CeMM2211/2020,env/Austria/CeMM3287/2021,env/Austria/CeMM2228/2021,env/Austria/CeMM3298/2021,env/Austria/CeMM4228/2021,env/Austria/CeMM4239/2021,env/Austria/CeMM4519/2021,env/Liechtenstein/CeMM4220/2021,env/Austria/CeMM4525/2021,env/Austria/CeMM3073/2021,Austria/CeMM4198/2021,Austria/CeMM3097/2021,Austria/CeMM2618/2021,Austria/CeMM3887/2021,Austria/CeMM3102/2021,Austria/CeMM3790/2021,Austria/CeMM3726/2021,Austria/CeMM4190/2021,Austria/CeMM4052/2021,Austria/CeMM3904/2021,Austria/CeMM4067/2021,Austria/CeMM3515/2021,env/Austria/CeMM4225/2021,Austria/CeMM4061/2021,Austria/CeMM4069/2021,Austria/CeMM3860/2021,Austria/CeMM3847/2021,Austria/CeMM3918/2021,Austria/CeMM4079/2021,Slovakia/CeMM3331/2020,Slovakia/CeMM3362/2020,Slovakia/CeMM3332/2020,Slovakia/CeMM3351/2020,env/Austria/CeMM1446/2020,Austria/CeMM1342/2020,Austria/CeMM1362/2020,Austria/CeMM1374/2020,Austria/CeMM1850/2020,Austria/CeMM1351/2020,Austria/CeMM1383/2020,Austria/CeMM1378/2020,Austria/CeMM1838/2020,Austria/CeMM1379/2020,Austria/CeMM1355/2020,Austria/CeMM1368/2020,Austria/CeMM1349/2020,Austria/CeMM1326/2020,Austria/CeMM1325/2020,Austria/CeMM1336/2020,Austria/CeMM1403/2020,Austria/CeMM1364/2020,Austria/CeMM1346/2020,Austria/CeMM1347/2020,Austria/CeMM1329/2020,Austria/CeMM2347/2021,Austria/CeMM1332/2020,Austria/CeMM3301/2021,Austria/CeMM1334/2020,Austria/CeMM1335/2020,Austria/CeMM1330/2020,Austria/CeMM1412/2020,Austria/CeMM1413/2020,Austria/CeMM1415/2020,Austria/CeMM1409/2020,Austria/CeMM1414/2020,Austria/CeMM1422/2020,Austria/CeMM1424/2020,Austria/CeMM1425/2020,Austria/CeMM1431/2020,Austria/CeMM1430/2020,Austria/CeMM1344/2020,Austria/CeMM1343/2020,Austria/CeMM1333/2020,Austria/CeMM1348/2020,Austria/CeMM4462/2020,Austria/CeMM3471/2021,Austria/CeMM2039/2020,Austria/CeMM2038/2020,Austria/CeMM1495/2020,Austria/CeMM1338/2020,Austria/CeMM1339/2020,env/Austria/CeMM1399/2020,Austria/CeMM1385/2020,Austria/CeMM1356/2020,Austria/CeMM1354/2020,Austria/CeMM1337/2020
Betty Suryawati et al	1	unknown	unknown	unknown	Indonesia/JT-UNS-9-27310/2020
Gilman Kit-Hang Siu et al	36	unknown	unknown	unknown	HongKong/HKPU-01143/2020,HongKong/HKPU-01228/2020,HongKong/HKPU-05119/2020,HongKong/HKPU-05068/2020,HongKong/HKPU-03746/2020,HongKong/HKPU-05087/2020,HongKong/HKPU-07195/2020,HongKong/HKPU-08259/2020,HongKong/HKPU-06804/2020,HongKong/HKPU-05334/2020,HongKong/HKPU-04845/2020,HongKong/HKPU-01326/2020,HongKong/HKPU-05377/2020,HongKong/HKPU-05488/2020,HongKong/HKPU-05390/2020,HongKong/HKPU-05389/2020,HongKong/HKPU-07625/2020,HongKong/HKPU-01166/2020,HongKong/HKPU-01178/2020,HongKong/HKPU-01645/2020,HongKong/HKPU-01223/2020,HongKong/HKPU-01253/2020,HongKong/HKPU-05024/2020,HongKong/HKPU-02390/2020,HongKong/HKPU-04161/2020,HongKong/HKPU-04722/2020,HongKong/HKPU-05039/2020,HongKong/HKPU-05177/2020,HongKong/HKPU-04778/2020,HongKong/HKPU-04160/2020,HongKong/HKPU-05153/2020,HongKong/HKPU-05159/2020,HongKong/HKPU-05116/2020,HongKong/HKPU-05404/2020,HongKong/HKPU-05330/2020,HongKong/HKPU-05108/2020
Marselina Irasonia Tan et al	1	unknown	unknown	unknown	Indonesia/JB-TFRIC19-R46646/2020
Ivan-Christian Kurolt et al	2	unknown	unknown	unknown	Croatia/1761_Dubrovnik/2020,Croatia/1560_Split/2020
Souleymane MBOUP et al	20	unknown	unknown	unknown	Senegal/SN-MBO-201765/2021,Senegal/SN-MBO-201902/2021,Senegal/SN-MBO-201894/2021,Senegal/SN-MBO-201670/2020,Senegal/SN-MBO-201781/2021,Senegal/SN-MBO-201654/2020,Senegal/SN-MBO-211936/2021,Senegal/SN-MBO-201859/2021,Senegal/SN-MBO-201771/2021,Senegal/SN-IRLPC-898/2021,Senegal/SN-MBO-201893/2021,Senegal/SN-MBO-201773/2021,Senegal/SN-MBO-201738/2021,Senegal/SN-EP-MBO-62/2021,Senegal/SN-MBO-201666/2020,Senegal/SN-MBO-211938/2021,Senegal/SN-MBO-201667/2020,Senegal/SN-MBO-201825/2021,Senegal/SN-MBO-201724/2021,Senegal/SN-MBO-211970/2021
Rawlinson et al	3	unknown	unknown	unknown	Australia/NSW2153/2020,Australia/NSW2115/2020,Australia/NSW3878/2021
Lobiuc Andrei et al. et al	12	unknown	unknown	unknown	Romania/ROSV_9826/2020,Romania/ROSV_13109/2020,Romania/ROSV_12587/2020,Romania/ROSV_4659/2020,Romania/ROSV_3242/2020,Romania/ROSV_2794/2020,Romania/ROSV_12278/2020,Romania/ROSV_12646/2020,Romania/ROSV_13429/2020,Romania/ROSV_1296/2020,Romania/ROSV_5812/2020,Romania/ROSV_12235/2020
Lobiuc Andrei et al	27	unknown	unknown	unknown	Romania/ROSV_10626/2020,Romania/ROSV_7981/2020,Romania/ROSV_12442/2020,Romania/ROSV_3019/2020,Romania/ROSV_12618/2020,Romania/ROSV_4271/2020,Romania/ROSV_5849/2020,Romania/ROSV_569/2020,Romania/ROSV_11161/2020,Romania/ROSV_8990/2020,Romania/ROSV_12619/2020,Romania/RO_IOCN51/2020,Romania/RO_IOCN50/2020,Romania/RO_IOCN78/2020,Romania/RO_SC10051/2020,Romania/RO_DJ40541/2020,Romania/RO_DJ40921/2020,Romania/RO_IOCN19/2020,Romania/ROSV_28461/2020,Romania/ROSV_12812/2020,Romania/RO_IOCN15/2020,Romania/ROSV_12421/2020,Romania/ROSV_12615/2020,Romania/ROSV_28369/2020,Romania/RO_DJ37480/2020,Romania/RO_IOCN38/2020,Romania/ROSV_28415/2020
Leontina Banica et al	68	unknown	unknown	unknown	Romania/Suceava-31646/2020,Romania/Suceava-31645/2020,Romania/Suceava-4682/2020,Romania/Bucuresti-4322/2020,Romania/Suceava-5709/2020,Romania/Suceava-5894/2020,Romania/Suceava-5722/2020,Romania/Suceava-5710/2020,Romania/Suceava-5893/2020,Romania/Suceava-5806/2020,Romania/B-4445/2021,Romania/B-4476/2021,Romania/103Hunedoara/2020,Romania/54Hunedoara/2020,Romania/B-93207/2020,Romania/191Hunedoara/2020,Romania/B-4522/2021,Romania/Suceava-11085/2020,Romania/Suceava-5816/2020,Romania/Bucuresti-4284/2020,Romania/B-4456/2021,Romania/B-2303/2021,Romania/B-3763/2021,Romania/B-2487/2021,Romania/B-3978/2021,Romania/B-3991/2021,Romania/B-2420/2021,Romania/B-2706/2021,Romania/B-4357/2021,Romania/B-4358/2021,Romania/B-3743/2021,Romania/B-2274/2021,Romania/DB-3696/2021,Romania/DB-3700/2021,Romania/DB-3699/2021,Romania/IF-2584/2021,Romania/MS-4187/2021,Romania/MS-4188/2021,Romania/B-2525/2021,Romania/B-4467/2021,Romania/CL-2639/2021,Romania/CT-361/2021,Romania/B-4511/2021,Romania/B-3982/2021,Romania/B-2398/2021,Romania/IF-1450/2021,Romania/B-1874/2021,Romania/B-1824/2021,Romania/B-3915/2021,Romania/B-2395/2021,Romania/B-2221/2021,Romania/B-2222/2021,Romania/B-4449/2021,Romania/B-3950/2021,Romania/Bucuresti-4105/2020,Romania/Bucuresti-6451/2020,Romania/Mioveni-24095/2020,Romania/B-4524/2021,Romania/Bucuresti-12296/2020,Romania/Bucuresti-12292/2020,Romania/Bucuresti-12546/2020,Romania/Bucuresti-12547/2020,Romania/Bucuresti-13907/2020,Romania/Bucuresti-14251/2020,Romania/Bucuresti-15503/2020,Romania/Bucuresti-14545/2020,Romania/Bucuresti-14658/2020,Romania/B-4438/2021
LAUBSCHER Florian et al. et al	7	unknown	unknown	unknown	Switzerland/GE-SNRCI-29943121/2020,Switzerland/AG-SNRCI-29940361/2020,Switzerland/GE-SNRCI-29945373/2020,Switzerland/TI-SNRCI-29919486/2020,Switzerland/GE-SNRCI-29933895/2020,Switzerland/BL-SNRCI-29950902/2020,Switzerland/GE-SNRCI-29949586/2020
Luz Helena Patiño et al	10	unknown	unknown	unknown	Colombia/GUR-49945/2020,Colombia/GUR-41483/2020,Colombia/GVI-157321/2020,Colombia/GVI-150933/2020,Colombia/GVI-157319/2020,Colombia/GUR-06494/2020,Colombia/GVI-150146/2020,Colombia/GVI-160129/2020,Colombia/GVI-160127/2020,Colombia/GVI-160130/2020
Gage Moreno et al A	5	unknown	unknown	unknown	USA/WI-UW-2359/2020,USA/NV-UW-1311/2020,USA/WI-UW-1536/2020,USA/WI-UW-1579/2020,USA/WI-UW-2648/2020
Endre Gábor Tóth et al	92	unknown	unknown	unknown	Hungary/MH-6633/2020,Hungary/MH-6657/2020,Hungary/MH-6603/2020,Hungary/MH-8268/2020,Hungary/MH-9653/2020,Hungary/US-2953w/2020,Hungary/MH-13211/2020,Hungary/HM-0126-362/2021,Hungary/US-30275w/2020,Hungary/UD-57949/2020,Hungary/US-60522w/2020,Hungary/UD-56297/2020,Hungary/HM-0201-71/2021,Hungary/HM-0201-72/2021,Hungary/HM-0201-69/2021,Hungary/HM-0111-89/2021,Hungary/HM-0112-74/2021,Hungary/US-30398w/2020,Hungary/HM-0121-113/2021,Hungary/HM-0127-196/2021,Hungary/UD-56251/2020,Hungary/UD-56284/2020,Hungary/HM-0202-23/2021,Hungary/US-55497w/2020,Hungary/HM-0111-90/2021,Hungary/HM-0111-1/2021,Hungary/UD-91485/2020,Hungary/UD-90383/2020,Hungary/US-57557w/2020,Hungary/US-57576w/2020,Hungary/MH-879/2020,Hungary/US-539w/2020,Hungary/MH-789/2020,Hungary/US-636w/2020,Hungary/UD-S51/2021,Hungary/UD-V147/2021,Hungary/HM-0123-102/2021,Hungary/HM-0126-236/2021,Hungary/HM-0122-362/2021,Hungary/HM-0125-313/2021,Hungary/UD-P542/2021,Hungary/UD-P540/2021,Hungary/UD-P66/2021,Hungary/MH-7051/2020,Hungary/US-32566w/2020,Hungary/US-31847w/2020,Hungary/US-32542w/2020,Hungary/US-31849w/2020,Hungary/US-32534w/2020,Hungary/US-31848w/2020,Hungary/US-32539w/2020,Hungary/US-33735w/2020,Hungary/US-35090w/2020,Hungary/UD-7417/2020,Hungary/UD-7373/2020,Hungary/UD-7039/2020,Hungary/UD-8157/2020,Hungary/UD-56279/2020,Hungary/US-57552w/2020,Hungary/UD-55641/2020,Hungary/UD-57964/2020,Hungary/UD-56273/2020,Hungary/UD-58469/2020,Hungary/US-57566w/2020,Hungary/US-57574w/2020,Hungary/US-60432w/2020,Hungary/US-57523w/2020,Hungary/UD-56311/2020,Hungary/US-32269w/2020,Hungary/US-33755w/2020,Hungary/UD-94347/2020,Hungary/UD-58203/2020,Hungary/UD-57955/2020,Hungary/UD-94400/2020,Hungary/UD-57410/2020,Hungary/UD-56412/2020,Hungary/UD-91623/2020,Hungary/UD-9953/2020,Hungary/US-32618w/2020,Hungary/US-32271w/2020,Hungary/US-31260w/2020,Hungary/US-32315w/2020,Hungary/US-32311w/2020,Hungary/US-31273w/2020,Hungary/US-30412w/2020,Hungary/US-31885w/2020,Hungary/US-30242w/2020,Hungary/US-31248w/2020,Hungary/US-482w/2020,Hungary/UD-55426/2020,Hungary/UD-56626/2020,Hungary/UD-57974/2020
Bernadett Pályi et al	54	unknown	unknown	unknown	Hungary/2410_23/2020,Hungary/5242_8/2020,Hungary/5098_23/2020,Hungary/5316_13/2020,Hungary/7204_27/2021,Hungary/5241_25/2020,Hungary/6520_14/2020,Hungary/907-6/2020,Hungary/906-5/2020,Hungary/1645_22/2020,Hungary/2235_10/2020,Hungary/2196_22/2020,Hungary/2248_18/2020,Hungary/2359_5/2020,Hungary/2168_27/2020,Hungary/2388_4/2020,Hungary/2144_22/2020,Hungary/533_25/2020,Hungary/445-19/2020,Hungary/445-22/2020,Hungary/445-20/2020,Hungary/5199_24/2020,Hungary/2593_3/2020,Hungary/7203_22/2021,Hungary/7216_19/2021,Hungary/7002_5/2021,Hungary/7002_15/2021,Hungary/7216_23/2021,Hungary/7179_29/2021,Hungary/7119_2/2021,Hungary/7216_4/2021,Hungary/7224_7/2021,Hungary/7219_5/2021,Hungary/7245_25/2021,Hungary/7216_5/2021,Hungary/7117_3/2021,Hungary/7205_27/2021,Hungary/44_3//2020,Hungary/1254-29/2020,Hungary/2149_27/2020,Hungary/2150_12/2020,Hungary/5222_4/2020,Hungary/2629_17/2020,Hungary/2597_28/2020,Hungary/2407_8/2020,Hungary/2214_11/2020,Hungary/532_26/2020,Hungary/534_24/2020,Hungary/913-26/2020,Hungary/532_25/2020,Hungary/534_30/2020,Hungary/534_15/2020,Hungary/533_14/2020,Hungary/534_21/2020
Abi Habib et al	4	unknown	unknown	unknown	Lebanon/LB-R8/2020,Lebanon/LB-R12/2020,Lebanon/LB-LR10/2020,Lebanon/LB-LR9/2020
Raúl Recio et al	2	unknown	unknown	unknown	Spain/MD-H12-42/2020,Spain/MD-H12-45/2020
Esther Viedma et al	2	unknown	unknown	unknown	Spain/MD-H12-81/2020,Spain/MD-IBV-99020653/2020
Robert Paulino-Ramirez et al	5	unknown	unknown	unknown	DominicanRepublic/ICGEB_UNIBE032.7/2020,DominicanRepublic/ICGEB_UNIBE258/2020,DominicanRepublic/ICGEB_UNIBE051/2020,DominicanRepublic/ICGEB_UNIBE032.2/2020,DominicanRepublic/ICGEB_UNIBE022/2020
Cristina Andrés et al	21	unknown	unknown	unknown	Spain/CT-HUVH-03372/2020,Spain/CT-HUVH-42602/2020,Spain/CT-HUVH-97295/2021,Spain/CT-HUVH-05803/2020,Spain/CT-HUVH-87369/2020,Spain/CT-HUVH-78949/2020,Spain/CT-HUVH-15796/2021,Spain/CT-HUVH-85959/2021,Spain/CT-HUVH-24560/2021,Spain/CT-HUVH-82206/2021,Spain/CT-HUVH-Bellvitge20937/2021,Spain/CT-HUVH-72176/2021,Spain/CT-HUVH-69395/2020,Spain/CT-HUVH-14989/2020,Spain/CT-HUVH-14585/2020,Spain/CT-HUVH-06678/2020,Spain/CT-HUVH-54626/2020,Spain/CT-HUVH-62321/2020,Spain/CT-HUVH-62368/2020,Spain/CT-HUVH-00116/2020,Spain/CT-HUVH-78352/2020
Touil et al	1	unknown	unknown	unknown	Morocco/HMIMV-279CC/2020
Nadia Touil et al	2	unknown	unknown	unknown	Morocco/HMIMV_279CC/2020,Morocco/ouar396bis/2020
K Sadeghi et al	4	unknown	unknown	unknown	Iran/Ghilan-T15-191/2020,Iran/Tehran-NIC45RC/2020,Iran/Kashmar-15K/2020,Iran/Tehran-04/2020
Ilker Karacan et al	47	unknown	unknown	unknown	Turkey/IST-GLAB-337/2020,Turkey/IST-GLAB-325/2020,Turkey/IST-GLAB-350/2020,Turkey/IST-GLAB-323/2020,Turkey/IST-GLAB-A9/2020,Turkey/IST-GLAB-160/2020,Turkey/IST-GLAB-352/2020,Turkey/IST-GLAB-349/2020,Turkey/IST-GLAB-342/2020,Turkey/IST-GLAB-353/2020,Turkey/IST-GLAB-340/2020,Turkey/IST-GLAB-347/2020,Turkey/IST-GLAB-164/2020,Turkey/IST-GLAB-291/2020,Turkey/IST-GLAB-287/2020,Turkey/IST-GLAB-A5/2020,Turkey/IST-GLAB-004/2020,Turkey/IST-GLAB-178/2020,Turkey/IST-GLAB-091/2020,Turkey/IST-GLAB-131/2020,Turkey/IST-GLAB-171/2020,Turkey/IST-GLAB-233/2020,Turkey/IST-GLAB-139/2020,Turkey/IST-GLAB-092/2020,Turkey/IST-GLAB-A6/2020,Turkey/IST-GLAB-A4/2020,Turkey/IST-GLAB-126/2020,Turkey/IST-GLAB-199/2020,Turkey/IST-GLAB-249/2020,Turkey/IST-GLAB-263/2020,Turkey/IST-GLAB-128/2020,Turkey/IST-GLAB-176/2020,Turkey/IST-GLAB-232/2020,Turkey/IST-GLAB-195/2020,Turkey/IST-GLAB-124/2020,Turkey/IST-GLAB-089/2020,Turkey/IST-GLAB-313/2020,Turkey/IST-GLAB-312/2020,Turkey/IST-GLAB-145/2020,Turkey/IST-GLAB-258/2020,Turkey/IST-GLAB-120/2020,Turkey/IST-GLAB-155/2020,Turkey/IST-GLAB-204/2020,Turkey/IST-GLAB-283/2020,Turkey/IST-GLAB-293/2020,Turkey/IST-GLAB-021/2020,Turkey/IST-GLAB-062/2020
Goletić T. et al	9	unknown	unknown	unknown	BosniaandHerzegovina/VFS-UNSA-LMGFI012/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI010/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI008/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI003/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI007/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI006/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI004/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI005/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI009/2020
Robert Belužić et al	28	unknown	unknown	unknown	Croatia/Zagreb-19/2020,Croatia/Zagreb-20/2020,Croatia/Zagreb-12/2020,Croatia/Zagreb-24/2020,Croatia/Zagreb-18/2020,Croatia/Zagreb-27/2020,Croatia/Zagreb-2/2020,Croatia/Zagreb-6/2020,Croatia/Zagreb-4/2020,Croatia/Zagreb-5/2020,Croatia/Zagreb-8/2020,Croatia/Zagreb-25/2020,Croatia/Zagreb-14/2020,Croatia/Zagreb-10/2020,Croatia/Zagreb-21/2020,Croatia/Zagreb-9/2020,Croatia/Zagreb-26/2020,Croatia/Zagreb-15/2020,Croatia/Zagreb-11/2020,Croatia/Zagreb-23/2020,Croatia/Zagreb-1/2020,Croatia/Zagreb-22/2020,Croatia/Zagreb-29/2020,Croatia/Zagreb-17/2020,Croatia/Zagreb-3/2020,Croatia/Zagreb-16/2020,Croatia/Zagreb-7/2020,Croatia/Zagreb-28/2020
M.Lazar et al	10	Whole-Genome Sequences of the Severe Acute Respiratory Syndrome Coronavirus-2 obtained from Romanian patients between March and June of 2020	unknown	https://dx.doi.org/10.1101/2020.06.28.175802	Romania/284213/2020,Romania/284168/2020,Romania/283584/2020,Romania/284508/2020,Romania/285388/2020,Romania/284056/2020,Romania/284371/2020,Romania/284783/2020,Romania/284762/2020,Romania/284489/2020
Anca Botezatu et al	8	unknown	unknown	unknown	Romania/3306MIMA/2020,Romania/IsolateALADd/2020,Romania/2226PLOT/2020,Romania/3327CIMA/2020,Romania/3301TRNI/2020,Romania/IIsolate3247BLVL/2020,Romania/Isolate212IAIUd/2020,Romania/3304IATE/2020
Anthony Fries et al	29	unknown	unknown	unknown	Romania/USAFSAM-S539/2020,Romania/USAFSAM-S542/2020,Romania/USAFSAM-S565/2020,Romania/USAFSAM-S570/2020,Romania/USAFSAM-S564/2020,Romania/USAFSAM-S569/2020,Iraq/USAFSAM-S086/2020,Iraq/USAFSAM-S063/2020,Iraq/USAFSAM-S083/2020,Iraq/USAFSAM-S070/2020,Iraq/USAFSAM-S074/2020,Iraq/USAFSAM-S071/2020,Iraq/USAFSAM-S073/2020,Iraq/USAFSAM-S082/2020,Iraq/USAFSAM-S062/2020,Iraq/USAFSAM-S064/2020,Romania/USAFSAM-S550/2020,Romania/USAFSAM-S544/2020,Romania/USAFSAM-S572/2020,Romania/USAFSAM-S546/2020,Romania/USAFSAM-S576/2020,Romania/USAFSAM-S552/2020,Romania/USAFSAM-S575/2020,Romania/USAFSAM-S543/2020,USA/WY-USAFSAM-S220/2020,USA/GA-USAFSAM-S0512/2021,Romania/USAFSAM-S541/2020,USA/NC-USAFSAM-S694/2020,USA/NC-USAFSAM-S692/2020
Emilija Vasiliunaite et al	23	unknown	unknown	unknown	Lithuania/T-88/2020,Lithuania/T_52/2020,Lithuania/T-2113/2020,Lithuania/T_1989_2/2020,Lithuania/T_90/2020,Lithuania/T-32/2020,Lithuania/T_19/2020,Lithuania/T-1658/2020,Lithuania/T-2018/2020,Lithuania/T-1509/2020,Lithuania/T_1748/2020,Lithuania/T_1741/2020,Lithuania/T_11/2020,Lithuania/T_2110/2020,Lithuania/T_1362/2020,Lithuania/T-1987/2020,Lithuania/T_1989_1/2020,Lithuania/T-1988/2020,Lithuania/T_1997/2020,Lithuania/T_1455/2020,Lithuania/T_22/2020,Lithuania/T_15/2020,Lithuania/T_25/2020
