Author	n (strains)	publication title	journal	publication URL	strains
Susan Engelbrecht et al	13	unknown	unknown	unknown	SouthAfrica/Tygerberg-430/2020,SouthAfrica/Tygerberg-411/2020,SouthAfrica/Tygerberg-459/2020,SouthAfrica/Tygerberg_360_CC2/2020,SouthAfrica/Tygerberg_531/2021,SouthAfrica/Tygerberg_348_CC2/2020,SouthAfrica/Tygerberg_358_CC2/2020,SouthAfrica/Tygerberg_362_CC2/2020,SouthAfrica/Tygerberg-409/2020,SouthAfrica/Tygerberg-394/2020,SouthAfrica/Tygerberg-419/2020,SouthAfrica/Tygerberg-425/2020,SouthAfrica/Tygerberg-413/2020
Angel Angelov et al	29	unknown	unknown	unknown	Congo/Q001C131AW_2101-TM-r1-045/2020,Congo/Q001C096A6_2101-TM-r1-010/2020,Congo/Q001C115AG_2101-TM-r1-029/2021,Congo/Q001C103AR_2101-TM-r1-017/2020,Congo/Q001C088AF_2101-TM-r1-002/2020,Congo/Q001C102AJ_2101-TM-r1-016/2020,Congo/Q001C134AM_2101-TM-r1-048/2020,Congo/Q001C117AW_2101-TM-r1-031/2021,Congo/Q001C100A3_2101-TM-r1-014/2020,Congo/Q001C113A0_2101-TM-r1-027/2021,Congo/Q001C114A8_2101-TM-r1-028/2021,Congo/UKT-005/2020,Congo/UKT-015/2020,Congo/UKT-014/2020,Congo/Q001C091A0_2101-TM-r1-005/2020,Congo/UKT-008/2020,Congo/Q001C089AN_2101-TM-r1-003/2020,Congo/Q001C112AQ_2101-TM-r1-026/2021,Congo/UKT-002/2020,Congo/UKT-009/2020,Congo/UKT-013/2020,Germany/BW-UT-012/2020,Congo/Q001C130AO_2101-TM-r1-044/2021,Congo/Q001C121AP_2101-TM-r1-035/2020,Congo/Q001C129AL_2101-TM-r1-043/2021,Congo/Q001C127A5_2101-TM-r1-041/2021,Congo/Q001C128AD_2101-TM-r1-042/2021,Germany/BW-UT-018/2020,Congo/Q001C116AO_2101-TM-r1-030/2021
Parisi A. et al	25	unknown	unknown	unknown	Italy/APU-IZSPB-193APT/2020,Italy/BAS-IZSPB-194PT/2020,Italy/APU-IZSPB-159APT/2020,Italy/APU-IZSPB-156APT/2020,Italy/APU-IZSPB-153APT/2020,Italy/APU-IZSPB-178PT/2020,Italy/APU-IZSPB-172APT/2020,Italy/APU-UniMI-45/2020,Italy/APU-UniMI-123PT/2020,Italy/APU-UniMI-102/2020,Italy/APU-UniMI-854/2020,Italy/APU-UniMI-5439/2020,Italy/APU-UniMI-5425/2020,Italy/APU-UniMI-5433/2020,Italy/APU-UniMI-5428/2020,Italy/APU-UniMI-5429/2020,Italy/APU-IZSPB_286PT/2020,Italy/APU-IZSPB_285PT/2020,Italy/BAS-IZSPB-356PT/2020,Italy/APU-IZSPB_461PT/2020,Italy/APU-IZSPB_299PT/2020,Italy/APU-IZSPB_277PT/2020,Italy/APU-IZSPB_276PT/2020,Italy/APU-IZSPB_292PT/2020,Italy/APU-IZSPB_327PT/2020
Laubscher F. et al	7	unknown	unknown	unknown	Switzerland/AG-HUG-7120/2020,Switzerland/GE-HUG-1402/2020,Switzerland/GE-HUG-0199/2020,Switzerland/GR-HUG-2988/2020,Switzerland/GR-HUG-3043/2020,Switzerland/GE-HUG-VD0503/2020,Switzerland/GE-HUG-8086/2020
Daiana Mir et al	24	unknown	unknown	unknown	Uruguay/RIV-M119/2020,Uruguay/RIV-M154/2020,Uruguay/RIV-M155/2020,Uruguay/RIV-M5/2020,Uruguay/RIV-M12/2020,Uruguay/RIV-M13/2020,Uruguay/RIV-M14/2020,Uruguay/RIV-M15/2020,Uruguay/TYT-M70/2020,Uruguay/TYT-M93/2020,Uruguay/TYT-M57/2020,Uruguay/TYT-M64/2020,Uruguay/TYT-M68/2020,Uruguay/TYT-M65/2020,Uruguay/TYT-M91/2020,Uruguay/TYT-M87/2020,Uruguay/TYT-M136/2020,Uruguay/TYT-M135/2020,Uruguay/TYT-M95/2020,Uruguay/TYT-M94/2020,Uruguay/CHY-M100/2020,Uruguay/RIV-M170/2020,Uruguay/ART-M107/2020,Uruguay/ART-M146/2020
Baumeister E. et al A	34	unknown	unknown	unknown	Argentina/INEI096397/2020,Argentina/INEI097659/2020,Argentina/INEI096022/2020,Argentina/INEI097811/2020,Argentina/INEI097145/2020,Argentina/INEI097378/2020,Argentina/INEI096492/2020,Argentina/INEI082860/2020,Argentina/INEI097191/2020,Argentina/INEI098490/2020,Argentina/INEI095579/2020,Argentina/INEI097387/2020,Argentina/INEI096369/2020,Argentina/INEI024145/2020,Argentina/INEI041082/2020,Argentina/INEI023486/2020,Argentina/INEI024405/2020,Argentina/INEI097339/2020,Argentina/INEI095283/2020,Argentina/INEI017138/2020,Argentina/INEI030694/2020,Argentina/INEI098807/2020,Argentina/C97133/2020,Argentina/INEI031617/2020,Argentina/INEI031619/2020,Argentina/INEI092593/2020,Argentina/INEI098420/2020,Argentina/INEI092516/2020,Argentina/INEI095228/2020,Argentina/INEI096222/2020,Argentina/INEI095222/2020,Argentina/INEI097176/2020,Argentina/INEI096084/2020,Argentina/INEI097815/2020
Claudio Tavares Sacchi et al A	19	unknown	unknown	unknown	Brazil/SP-1385/2021,Brazil/SP-600/2020,Brazil/SP-163/2020,Brazil/MS-1261/2020,Brazil/MS-1287/2021,Brazil/SP-317/2020,Brazil/SP-668/2020,Brazil/TO-1175/2020,Brazil/TO-1173/2020,Brazil/TO-1178/2020,Brazil/SP-1128/2020,Brazil/SP-1139/2020,Brazil/SP-1098/2020,Brazil/SP-1755/2021,Brazil/SP-1723/2021,Brazil/SP-1052/2021,Brazil/SP-1848/2021,Brazil/SP-1012/2021,Brazil/MS-1307/2021
Eberhardt et al	13	unknown	unknown	unknown	Argentina/PAIS-E0025/2020,Argentina/PAIS-E0015/2020,Argentina/PAIS-E0001/2020,Argentina/PAIS-E0005/2020,Argentina/PAIS-E0004/2020,Argentina/PAIS-E0006/2020,Argentina/PAIS-E0002/2020,Argentina/PAIS-E0003/2020,Argentina/PAIS-E0011/2020,Argentina/PAIS-E0008/2020,Argentina/PAIS-E0009/2020,Argentina/PAIS-E0032/2020,Argentina/PAIS-E0033/2020
Fernández et al	5	unknown	unknown	unknown	Argentina/PAIS-G0022/2020,Argentina/PAIS-G0021/2020,Argentina/PAIS-G0020/2020,Argentina/PAIS-G0004/2020,Argentina/PAIS-G0011/2020
Vinícius Bonetti Franceschi et al	5	unknown	unknown	unknown	Brazil/RS-31799/2020,Brazil/RS-26977/2020,Brazil/RS-13367/2020,Brazil/RS-25833/2020,Brazil/RS-31786/2020
Carolina M Voloch et al	6	unknown	unknown	unknown	Brazil/RJ-00473/2020,Brazil/RJ-00472/2020,Brazil/RJ-00504/2020,Brazil/RJ-00328/2020,Brazil/RJ-00412/2020,Brazil/RJ-00402/2020
Deyvid Amgarten et al	2	unknown	unknown	unknown	Brazil/SP-HIAE-ID46/2020,Brazil/SP-HIAE-ID09/2020
Aline Campos et al	3	unknown	unknown	unknown	Brazil/RS-42436/2020,Brazil/RS-8679/2021,Brazil/RS-40476/2020
Valiente F et al	4	unknown	unknown	unknown	Chile/RM-CMM-IN533883977/2020,Chile/RM-CMM-A5P533884002/2020,Chile/RM-CMM-IN233883987/2020,Chile/RM-CMM-A2P533884024/2020
Jan Richter et al	120	unknown	unknown	unknown	Cyprus/Cy052645/2020,Cyprus/Cy048406/2020,Cyprus/002/2020,Cyprus/004/2020,Cyprus/003/2020,Cyprus/Cy145706/2020,Cyprus/Cy145738/2020,Cyprus/Cy165070/2021,Cyprus/Cy166194/2021,Cyprus/Cy165008/2021,Cyprus/Cy164971/2021,Cyprus/Cy144086/2020,Cyprus/Cy166472/2021,Cyprus/Cy165548/2021,Cyprus/Cy165683/2021,Cyprus/Cy167381/2021,Cyprus/Cy167425/2021,Cyprus/008/2020,Cyprus/Cy023356/2020,Cyprus/Cy031666/2020,Cyprus/007/2020,Cyprus/Cy040694/2020,Cyprus/Cy042049/2020,Cyprus/Cy043452/2020,Cyprus/Cy040989/2020,Cyprus/Cy049848/2020,Cyprus/Cy044290/2020,Cyprus/Cy047269/2020,Cyprus/Cy164483/2021,Cyprus/Cy144141/2020,Cyprus/Cy145731/2020,Cyprus/Cy145703/2020,Cyprus/Cy078012/2020,Cyprus/Cy061981/2020,Cyprus/Cy066592/2020,Cyprus/Cy097095/2020,Cyprus/Cy065522/2020,Cyprus/Cy064710/2020,Cyprus/Cy064382/2020,Cyprus/Cy063912/2020,Cyprus/Cy063870/2020,Cyprus/Cy070538/2020,Cyprus/Cy066267/2020,Cyprus/Cy095857/2020,Cyprus/Cy092137/2020,Cyprus/Cy063414/2020,Cyprus/Cy090546/2020,Cyprus/Cy064158/2020,Cyprus/Cy099835/2020,Cyprus/Cy145239/2020,Cyprus/Cy144969/2020,Cyprus/Cy167319/2021,Cyprus/Cy145156/2020,Cyprus/Cy164954/2021,Cyprus/Cy144625/2020,Cyprus/Cy144627/2020,Cyprus/Cy071946/2020,Cyprus/Cy075893/2020,Cyprus/Cy072806/2020,Cyprus/Cy073821/2020,Cyprus/Cy082780/2020,Cyprus/Cy078751/2020,Cyprus/Cy089926/2020,Cyprus/Cy076701/2020,Cyprus/Cy084662/2020,Cyprus/Cy098242/2020,Cyprus/Cy165396/2021,Cyprus/Cy088099/2020,Cyprus/Cy066947/2020,Cyprus/Cy144057/2020,Cyprus/Cy145160/2020,Cyprus/Cy167396/2021,Cyprus/Cy069343/2020,Cyprus/Cy145374/2020,Cyprus/Cy093529/2020,Cyprus/Cy145363/2020,Cyprus/Cy080259/2020,Cyprus/Cy081512/2020,Cyprus/Cy086241/2020,Cyprus/Cy144631/2020,Cyprus/Cy098516/2020,Cyprus/Cy145846/2020,Cyprus/Cy145889/2020,Cyprus/Cy164625/2021,Cyprus/Cy144110/2020,Cyprus/Cy165453/2021,Cyprus/Cy166120/2021,Cyprus/Cy166477/2021,Cyprus/Cy059149/2020,Cyprus/Cy167189/2021,Cyprus/Cy074938/2020,Cyprus/Cy083388/2020,Cyprus/Cy068059/2020,Cyprus/Cy095281/2020,Cyprus/Cy089235/2020,Cyprus/Cy144135/2020,Cyprus/Cy164750/2021,Cyprus/Cy050006/2020,Cyprus/005/2020,Cyprus/006/2020,Cyprus/001/2020,Cyprus/Cy025715/2020,Cyprus/Cy049004/2020,Cyprus/Cy048646/2020,Cyprus/Cy047683/2020,Cyprus/Cy048549/2020,Cyprus/Cy050763/2020,Cyprus/Cy054366/2020,Cyprus/Cy046280/2020,Cyprus/Cy046999/2020,Cyprus/Cy046715/2020,Cyprus/Cy050465/2020,Cyprus/Cy052306/2020,Cyprus/Cy061494/2020,Cyprus/Cy062044/2020,Cyprus/Cy059466/2020,Cyprus/Cy057425/2020,Cyprus/Cy060577/2020,Cyprus/Cy058549/2020,Cyprus/Cy038919/2020
Ilker Karacan et al A	40	unknown	unknown	unknown	Turkey/IST-GLAB-A6/2020,Turkey/IST-GLAB-313/2020,Turkey/IST-GLAB-347/2020,Turkey/IST-GLAB-340/2020,Turkey/IST-GLAB-349/2020,Turkey/IST-GLAB-342/2020,Turkey/IST-GLAB-353/2020,Turkey/IST-GLAB-325/2020,Turkey/IST-GLAB-350/2020,Turkey/IST-GLAB-323/2020,Turkey/IST-GLAB-352/2020,Turkey/IST-GLAB-312/2020,Turkey/IST-GLAB-218/2020,Turkey/IST-GLAB-063/2020,Turkey/IST-GLAB-210/2020,Turkey/IST-GLAB-289/2020,Turkey/IST-GLAB-335/2020,Turkey/IST-GLAB-003/2020,Turkey/IST-GLAB-010/2020,Turkey/IST-GLAB-269/2020,Turkey/IST-GLAB-054/2020,Turkey/IST-GLAB-A3/2020,Turkey/IST-GLAB-115/2020,Turkey/IST-GLAB-127/2020,Turkey/IST-GLAB-187/2020,Turkey/IST-GLAB-152/2020,Turkey/IST-GLAB-231/2020,Turkey/IST-GLAB-086/2020,Turkey/IST-GLAB-121/2020,Turkey/IST-GLAB-123/2020,Turkey/IST-GLAB-225/2020,Turkey/IST-GLAB-162/2020,Turkey/IST-GLAB-196/2020,Turkey/IST-GLAB-153/2020,Turkey/IST-GLAB-007/2020,Turkey/IST-GLAB-N010/2020,Turkey/IST-GLAB-N011/2020,Turkey/IST-GLAB-N038/2021,Turkey/IST-GLAB-A7/2020,Turkey/IST-GLAB-N005/2020
Sesay et al et al B	8	unknown	unknown	unknown	Gambia/0214/2020,Gambia/0548/2020,Gambia/0278/2020,Gambia/0268/2020,Gambia/0536/2020,Gambia/0547/2020,Gambia/0528/2020,Gambia/0531/2020
Nalia Ismael et al	40	unknown	unknown	unknown	Mozambique/INS-K007974/2020,Mozambique/INS-K007957/2020,Mozambique/INS-K008798/2021,Mozambique/INS-K007945/2020,Mozambique/INS-K007972/2020,Mozambique/INS-K007969/2020,Mozambique/INS-K007950/2020,Mozambique/INS-K007956/2020,Mozambique/INS-K007971/2020,Mozambique/INS-K007920/2020,Mozambique/INS-K007921/2020,Mozambique/INS-K007883/2020,Mozambique/INS-K007889/2020,Mozambique/INS-K007991/2021,Mozambique/INS-K008136/2021,Mozambique/INS-K008135/2021,Mozambique/INS-K008137/2021,Mozambique/INS-K008144/2021,Mozambique/INS-K008142/2021,Mozambique/INS-K007876/2020,Mozambique/INS-K007878/2020,Mozambique/INS-K008000/2021,Mozambique/INS-K007888/2020,Mozambique/INS-K007886/2020,Mozambique/INS-K007875/2020,Mozambique/INS-K007891/2020,Mozambique/INS-K007893/2020,Mozambique/INS-K007909/2020,Mozambique/INS-K007899/2020,Mozambique/INS-K008799/2021,Mozambique/INS-K007885/2020,Mozambique/INS-K007887/2020,Mozambique/INS-K007959/2020,Mozambique/INS-K008149/2021,Mozambique/INS-K007946/2020,Mozambique/INS-K007913/2020,Mozambique/INS-K007900/2020,Mozambique/INS-K007934/2020,Mozambique/INS-K007932/2020,Mozambique/INS-K007938/2020
Baillie Vicky et al	2	unknown	unknown	unknown	SouthAfrica/VIDA-KRISP-V001001/2021,SouthAfrica/VIDA-KRISP-CP157502554/2020
Vasiliki Pogka et al	14	unknown	unknown	unknown	Greece/9060_HPI/2020,Greece/9057_HPI/2020,Greece/26072_HPI/2020,Greece/24440_HPI/2020,Greece/8594_HPI/2020,Greece/14999_HPI/2020,Greece/16034_HPI/2020,Greece/19553_HPI/2020,Greece/22565_HPI/2020,Greece/8540_HPI/2020,Greece/15005_HPI/2020,Greece/127_HPI/2020,Greece/8334_HPI/2020,Greece/16260_HPI/2020
Nasereddin et al	4	unknown	unknown	unknown	Palestine/WB-AQU-1/2020,Palestine/AAS24/2020,Palestine/AAS27/2020,Palestine/AAS26/2020
Ereqat et al	2	unknown	unknown	unknown	Palestine/WB-AQU-P3/2020,Palestine/AAS25/2020
AlWasti et al	18	unknown	unknown	unknown	Bahrain/090000572_S16_L001/2020,Bahrain/340513774_S1_L001/2020,Bahrain/920319237_S17_L001/2020,Bahrain/920265546_S18_L001/2020,Bahrain/023285711_S13_L001/2020,Bahrain/340809497_S11_L001/2020,Bahrain/340859154_S6/2020,Bahrain/023287015_S14_L001/2020,Bahrain/340286642_S20_L001/2020,Bahrain/340564387_S8_L001/2020,Bahrain/340217593/2020,Bahrain/340860526_S17/2020,Bahrain/340860476/2020,Bahrain/340860476_S15/2020,Bahrain/340859913_S11/2020,Bahrain/920262933_S19_L001/2020,Bahrain/03/2020,Bahrain/340859160_S7/2020
Dr Ndodo Nnaemeka et al	12	unknown	unknown	unknown	Nigeria/NCDC-9d/2020,Nigeria/NCDC-08/2020,Nigeria/NCDC-FCT-5i/2021,Nigeria/NCDC-FCT-9i/2021,Nigeria/NCDC-FCT-10i/2021,Nigeria/NCDC-FCT-11G/2021,Nigeria/NCDC-FCT-11i/2021,Nigeria/NCDC-FCT-10G/2021,Nigeria/NCDC-FCT-6i/2021,Nigeria/NCDC-FCT-7i/2021,Nigeria/NCDC-FCT-4i/2021,Nigeria/NCDC-4a/2020
Olawoye et al	4	unknown	unknown	unknown	Nigeria/CV659/2020,Nigeria/CV712/2020,Nigeria/CV716/2020,Nigeria/CV759/2021
Alla Mironenko et al	17	unknown	unknown	unknown	Ukraine/Chernivtsi_860/2020,Ukraine/Ivano-Frankivsk-706/2020,Ukraine/Lviv-857/2020,Ukraine/Kharkiv-877/2020,Ukraine/Kharkiv-705/2020,Ukraine/Kharkiv-782/2020,Ukraine/Kharkiv-879/2020,Ukraine/Kyiv_58/2020,Ukraine/Ivano-Frankivsk-4/2020,Ukraine/Ivano-Frankivsk-1431/2021,Ukraine/Chernivtsi_861/2020,Ukraine/Kharkiv-817/2020,Ukraine/Kyiv-785/2020,Ukraine/Rivne_55/2020,Ukraine/Lutsk-889/2020,Ukraine/Lutsk_824/2020,Ukraine/Kharkiv-882/2020
Anna-Malin Linde et al	117	unknown	unknown	unknown	Sweden/21-50082/2020,Sweden/20-52687/2020,Sweden/20-53266/2020,Sweden/20-52827/2020,Sweden/20-51696/2020,Sweden/20-52817/2020,Sweden/20-53091/2020,Sweden/20-53090/2020,Sweden/20-53128/2020,Sweden/20-52670/2020,Sweden/20-08972/2020,Sweden/20-53092/2020,Sweden/20-53089/2020,Sweden/20-53094/2020,Sweden/20-52813/2020,Sweden/20-52673/2020,Sweden/21-50175/2020,Sweden/20-51958/2020,Sweden/20-52643/2020,Sweden/20-52355/2020,Sweden/20-52440/2020,Sweden/20-08986/2020,Sweden/20-08994/2020,Sweden/20-52053/2020,Sweden/20-52280/2020,Sweden/20-52288/2020,Sweden/20-52769/2020,Sweden/20-52767/2020,Sweden/20-52766/2020,Sweden/20-53166/2020,Sweden/20-53168/2020,Sweden/20-08987/2020,Sweden/20-52162/2020,Sweden/21-20031/2020,Sweden/21-20030/2020,Sweden/21-50040/2020,Sweden/21-20567/2021,Sweden/21-50620/2021,Sweden/21-50619/2021,Sweden/21-50621/2021,Sweden/21-20573/2021,Sweden/21-20568/2021,Sweden/21-50399/2021,Sweden/20-21494/2020,Sweden/20-22137/2020,Sweden/20-22144/2020,Sweden/20-08988/2020,Sweden/21-00340/2020,Sweden/20-21506/2020,Sweden/20-08950/2020,Sweden/20-52647/2020,Sweden/20-08117/2020,Sweden/20-50223/2020,Sweden/21-50300/2020,Sweden/20-52657/2020,Sweden/20-08715/2020,Sweden/20-08104/2020,Sweden/20-50219/2020,Sweden/20-50104/2020,Sweden/20-08115/2020,Sweden/20-50253/2020,Sweden/20-50257/2020,Sweden/20-22323/2020,Sweden/20-21502/2020,Sweden/20-52800/2020,Sweden/20-51952/2020,Sweden/20-52388/2020,Sweden/20-52391/2020,Sweden/20-08830/2020,Sweden/20-50052/2020,Sweden/20-50053/2020,Sweden/20-22107/2020,Sweden/20-50247/2020,Sweden/20-08102/2020,Sweden/20-51975/2020,Sweden/20-22148/2020,Sweden/20-52281/2020,Sweden/20-52702/2020,Sweden/20-52462/2020,Sweden/20-52653/2020,Sweden/20-52425/2020,Sweden/20-23091/2020,Sweden/20-22130/2020,Sweden/20-08991/2020,Sweden/20-08992/2020,Sweden/20-08985/2020,Sweden/20-23688/2020,Sweden/20-53085/2020,Sweden/21-50695/2021,Sweden/20-53044/2020,Sweden/20-53045/2020,Sweden/20-22122/2020,Sweden/20-52695/2020,Sweden/20-53086/2020,Sweden/21-00356/2020,Sweden/20-53001/2020,Sweden/21-20399/2020,Sweden/20-53279/2020,Sweden/20-23687/2020,Sweden/21-00325/2020,Sweden/21-00326/2020,Sweden/21-00345/2020,Sweden/20-52777/2020,Sweden/20-53056/2020,Sweden/20-52820/2020,Sweden/21-50158/2020,Sweden/21-20406/2020,Sweden/20-53798/2020,Sweden/21-20408/2020,Sweden/21-20411/2020,Sweden/21-20413/2020,Sweden/20-23682/2020,Sweden/20-53841/2020,Sweden/20-08939/2020,Sweden/21-50096/2021,Sweden/20-52919/2020,Sweden/20-08964/2020
Keith Durkin et al A	93	unknown	unknown	unknown	Belgium/ULG-10281/2020,Belgium/ULG-10292/2020,Belgium/ULG-10267/2020,Belgium/ULG-10269/2020,Belgium/ULG-10258/2020,Belgium/ULG-10259/2020,Belgium/ULG-11464/2020,Belgium/ULG-10294/2020,Belgium/ULG-10293/2020,Belgium/ULG-10254/2020,Belgium/ULG-10291/2020,Belgium/ULG-10344/2020,Belgium/ULG-10345/2020,Belgium/ULG-10348/2020,Belgium/ULG-10375/2020,Belgium/ULG-10374/2020,Belgium/ULG-10440/2020,Belgium/ULG-10439/2020,Belgium/ULG-10399/2020,Belgium/ULG-10432/2020,Belgium/ULG-10288/2020,Belgium/ULG-12828/2021,Belgium/ULG-12656/2021,Belgium/ULG-12769/2021,Belgium/ULG-11438/2021,Belgium/ULG-11942/2021,Belgium/ULG-12163/2021,Belgium/ULG-12470/2021,Belgium/ULG-11044/2020,Belgium/ULG-10177/2020,Belgium/ULG-10178/2020,Belgium/ULG-9535/2020,Belgium/ULG-10219/2020,Belgium/ULG-10158/2020,Belgium/ULG-10176/2020,Belgium/ULG-10148/2020,Belgium/ULG-10160/2020,Belgium/ULG-10184/2020,Belgium/ULG-10182/2020,Belgium/ULG-10181/2020,Belgium/ULG-10228/2020,Belgium/ULG-10172/2020,Belgium/ULG-10225/2020,Belgium/ULG-10224/2020,Belgium/ULG-10227/2020,Belgium/ULG-10231/2020,Belgium/ULG-10230/2020,Belgium/ULG-10199/2020,Belgium/ULG-10200/2020,Belgium/ULG-10222/2020,Belgium/ULG-11907/2020,Belgium/ULG-10869/2020,Belgium/ULG-11108/2020,Belgium/ULG-10408/2020,Belgium/ULG-11466/2020,Belgium/ULG-11468/2020,Belgium/ULG-10947/2020,Belgium/ULG-10982/2020,Belgium/ULG-10888/2020,Belgium/ULG-11512/2020,Belgium/ULG-10880/2020,Belgium/ULG-10588/2020,Belgium/ULG-10992/2020,Belgium/ULG-10998/2020,Belgium/ULG-10810/2020,Belgium/ULG-10891/2020,Belgium/ULG-10909/2020,Belgium/ULG-10797/2020,Belgium/ULG-11077/2020,Belgium/ULG-11013/2020,Belgium/ULG-11552/2020,Belgium/ULG-10873/2020,Belgium/ULG-11467/2020,Belgium/ULG-10461/2020,Belgium/ULG-10870/2020,Belgium/ULG-11041/2020,Belgium/ULG-11035/2020,Belgium/ULG-11138/2020,Belgium/ULG-11091/2020,Belgium/ULG-10881/2020,Belgium/ULG-10871/2020,Belgium/ULG-11536/2020,Belgium/ULG-11358/2020,Belgium/ULG-11176/2020,Belgium/ULG-11356/2020,Belgium/ULG-11357/2020,Belgium/ULG-11359/2020,Belgium/ULG-10341/2020,Belgium/ULG-10238/2020,Belgium/ULG-10276/2020,Belgium/ULG-10234/2020,Belgium/ULG-10236/2020,Belgium/ULG-10239/2020
Saied Jaradat et al	1	unknown	unknown	unknown	Jordan/PHBC7/2021
Hannah Leah Morito et al	7	unknown	unknown	unknown	Philippines/PH-RITM-0022/2020,Philippines/PH-RITM-0028/2020,Philippines/PH-RITM-0026/2020,Philippines/PH-RITM-0036/2020,Philippines/PH-RITM-0024/2020,Philippines/PH-RITM-0032/2020,Philippines/PH-RITM-0051/2020
Teufik et al	1	Phylogenetic pattern of SARS-CoV-2 from COVID-19 patients from Bosnia and Herzegovina: lessons learned to optimize future molecular and epidemiological approaches	unknown	https://dx.doi.org/10.1101/2020.06.19.160606	BosniaandHerzegovina/02-BanjaLuka/2020
Chun Hang AU et al	1	Genome Sequences of SARS-CoV-2 Strains Detected in Hong Kong	unknown	https://mra.asm.org/content/9/31/e00697-20	HongKong/HKSH0007/2020
Stephane Tosta et al	2	unknown	unknown	unknown	Brazil/BA-27/2020,Brazil/BA-27.1/2020
Jing Zhang et al B	5	unknown	unknown	unknown	Belize/CDC-6840/2020,Belize/CDC-6846/2020,Guatemala/CDC-1229/2020,Belize/CDC-6852/2020,Belize/CDC-6851/2020
Abi Habib et al	4	unknown	unknown	unknown	Lebanon/LB-LR9/2020,Lebanon/LB-R12/2020,Lebanon/LB-LR10/2020,Lebanon/LB-R8/2020
Hirsch et al	2	unknown	unknown	unknown	Switzerland/BS-UHB-42169171/2020,Switzerland/BL-UHB-BS-42169471/2020
Onur TOKGUN et al. et al	15	unknown	unknown	unknown	Turkey/DEN-PAU12/2020,Turkey/DEN-PAU14/2020,Turkey/DEN-PAU03/2020,Turkey/DEN-PAU05/2020,Turkey/DEN-PAU10/2020,Turkey/DEN-PAU04/2020,Turkey/DEN-PAU01/2020,Turkey/DEN-PAU07/2020,Turkey/DEN-PAU11/2020,Turkey/DEN-PAU19/2020,Turkey/DEN-PAU08/2020,Turkey/DEN-PAU15/2020,Turkey/DEN-PAU13/2020,Turkey/DEN-PAU17/2020,Turkey/DEN-PAU02/2020
RCGEB - MASA et al	86	unknown	unknown	unknown	NorthMacedonia/9133/2020,NorthMacedonia/883/2020,NorthMacedonia/2856/2020,NorthMacedonia/2052/2020,NorthMacedonia/2819/2020,NorthMacedonia/5220/2020,NorthMacedonia/15669/2020,NorthMacedonia/15087/2020,NorthMacedonia/17102/2020,NorthMacedonia/18568/2020,NorthMacedonia/19670/2020,NorthMacedonia/6752/2020,NorthMacedonia/19244/2020,NorthMacedonia/8817/2020,NorthMacedonia/18833/2020,NorthMacedonia/19345/2020,NorthMacedonia/26011/2020,NorthMacedonia/20373/2020,NorthMacedonia/18333/2020,NorthMacedonia/20056/2020,NorthMacedonia/CoV-16548/2020,NorthMacedonia/16792/2020,NorthMacedonia/20920/2020,NorthMacedonia/18392/2020,NorthMacedonia/9457/2020,NorthMacedonia/11777/2020,NorthMacedonia/9451/2020,NorthMacedonia/15852/2020,NorthMacedonia/20718/2020,NorthMacedonia/10328/2020,NorthMacedonia/19448/2020,NorthMacedonia/7808/2020,NorthMacedonia/11890/2020,NorthMacedonia/8867/2020,NorthMacedonia/8881/2020,NorthMacedonia/18473/2020,NorthMacedonia/15060/2020,NorthMacedonia/18664/2020,NorthMacedonia/20443/2020,NorthMacedonia/20590/2020,NorthMacedonia/18616/2020,NorthMacedonia/19173/2020,NorthMacedonia/10299/2020,NorthMacedonia/2604/2020,NorthMacedonia/2979/2020,NorthMacedonia/12026/2020,NorthMacedonia/16076/2020,NorthMacedonia/11638/2020,NorthMacedonia/9073/2020,NorthMacedonia/11567/2020,NorthMacedonia/3193/2020,NorthMacedonia/2402/2020,NorthMacedonia/7245/2020,NorthMacedonia/7813/2020,NorthMacedonia/11633/2020,NorthMacedonia/11602/2020,NorthMacedonia/2175/2020,NorthMacedonia/3101/2020,NorthMacedonia/9360/2020,NorthMacedonia/3122/2020,NorthMacedonia/5047/2020,NorthMacedonia/8000/2020,NorthMacedonia/11805/2020,NorthMacedonia/14111/2020,NorthMacedonia/15613/2020,NorthMacedonia/20144/2020,NorthMacedonia/19044/2020,NorthMacedonia/9359/2020,NorthMacedonia/16351-2/2020,NorthMacedonia/13914/2020,NorthMacedonia/14145/2020,NorthMacedonia/14712/2020,NorthMacedonia/15267/2020,NorthMacedonia/14027/2020,NorthMacedonia/9304/2020,NorthMacedonia/16230/2020,NorthMacedonia/17359/2020,NorthMacedonia/16351/2020,NorthMacedonia/13895/2020,NorthMacedonia/7229/2020,NorthMacedonia/6497/2020,NorthMacedonia/7238/2020,NorthMacedonia/9675/2020,NorthMacedonia/2907/2020,NorthMacedonia/4098/2020,NorthMacedonia/2499/2020
Kefentse Arnold Tumedi et al	12	unknown	unknown	unknown	Botswana/BOT2624/2020,Botswana/BOT2254/2020,Botswana/BOT4161/2020,Botswana/BOT2855/2020,Botswana/BOT2283/2020,Botswana/BOT0455/2020,Botswana/CV1615722/2020,Botswana/1223-IN1490/2020,Botswana/1217-IN1699/2020,Botswana/CV1605828/2020,Botswana/1217-IN1660/2020,Botswana/1224-IN462/2020
